x,predicted,std.error,conf.low,conf.high,group,resp,subset,predictor
2004,4.345224930083601,0.12077137498974443,4.102766277735462,4.58768358243174,1,rarefied_richness,rr,season-or-time
2005,4.311713665370199,0.11631648664193046,4.0781985745677005,4.545228756172698,1,rarefied_richness,rr,season-or-time
2019,3.842555959382576,0.1689800479675489,3.5033143575757335,4.181797561189419,1,rarefied_richness,rr,season-or-time
2000,58.52549790180351,3.5205305091900967,51.45773798865173,65.5932578149553,1,Jackknife_richness,all,season-or-time
2002,59.46436699375596,3.242201941807731,52.95537499529627,65.97335899221565,1,Jackknife_richness,all,season-or-time
2003,59.93380153973219,3.124542690177855,53.66102034527214,66.20658273419222,1,Jackknife_richness,all,season-or-time
2004,60.403236085708414,3.0235206112145865,54.333265177418596,66.47320699399823,1,Jackknife_richness,all,season-or-time
2005,60.87267063168464,2.9408507310893057,54.96866643302829,66.776674830341,1,Jackknife_richness,all,season-or-time
2019,67.44475427535183,3.897085774202928,59.62102812353331,75.26848042717035,1,Jackknife_richness,all,season-or-time
2000,48.39521300259017,2.636172923533213,43.10287502555884,53.6875509796215,1,Jackknife_richness,rf,season-or-time
2002,48.95073873191213,2.357701756626108,44.21745495006442,53.68402251375984,1,Jackknife_richness,rf,season-or-time
2003,49.22850159657311,2.238016432973984,44.7354961280344,53.72150706511182,1,Jackknife_richness,rf,season-or-time
2004,49.50626446123409,2.134369749104357,45.2213383930791,53.79119052938908,1,Jackknife_richness,rf,season-or-time
2005,49.78402732589507,2.0491968153616775,45.67009305719207,53.897961594598065,1,Jackknife_richness,rf,season-or-time
2019,53.67270743114879,3.0627744233485448,47.523931206695806,59.82148365560177,1,Jackknife_richness,rf,season-or-time
2000,10.212534807464289,1.298807033605087,7.605070886026661,12.819998728901917,1,Jackknife_richness,oc,season-or-time
2002,10.413966313023138,1.1759172436402028,8.053213939456535,12.774718686589742,1,Jackknife_richness,oc,season-or-time
2003,10.514682065802564,1.1234618232014622,8.25923834297387,12.770125788631258,1,Jackknife_richness,oc,season-or-time
2004,10.615397818581988,1.0781996217041692,8.450821756888024,12.779973880275952,1,Jackknife_richness,oc,season-or-time
2005,10.716113571361413,1.041069273413615,8.62607979428174,12.806147348441087,1,Jackknife_richness,oc,season-or-time
2019,12.12613411027336,1.477591274727338,9.15974584797047,15.092522372576251,1,Jackknife_richness,oc,season-or-time
2000,10.773658107778619,0.7512304011992157,9.26550014656322,12.281816068994019,1,Jackknife_richness,rr,season-or-time
2002,10.985044074861975,0.675759672358467,9.628399924001169,12.34168822572278,1,Jackknife_richness,rr,season-or-time
2003,11.090737058403652,0.6434274202165953,9.799002612200628,12.382471504606677,1,Jackknife_richness,rr,season-or-time
2004,11.19643004194533,0.6154757151078244,9.96081098527133,12.43204909861933,1,Jackknife_richness,rr,season-or-time
2005,11.302123025487008,0.5925248241118144,10.112579805090885,12.491666245883131,1,Jackknife_richness,rr,season-or-time
2019,12.781824795070499,0.8640827957680676,11.047106198077394,14.516543392063603,1,Jackknife_richness,rr,season-or-time
2000,46.17350331939867,2.571857611367225,40.983284531644124,51.363722107153215,1,density,all,season-or-time
2002,45.315593120106435,2.3784562045307522,40.51567417278792,50.11551206742495,1,density,all,season-or-time
2003,44.88663802046032,2.2958888204096928,40.253346800286096,49.51992924063454,1,density,all,season-or-time
2004,44.4576829208142,2.2241831367478286,39.96909962882607,48.94626621280233,1,density,all,season-or-time
2019,38.023356426122454,2.7395800469122276,32.49466006004239,43.55205279220252,1,density,all,season-or-time
2000,38.35034073862089,2.57631632303258,33.151123906436354,43.54955757080543,1,density,rf,season-or-time
2002,37.16624931187199,2.280145092124468,32.56473022168432,41.76776840205965,1,density,rf,season-or-time
2003,36.57420359849753,2.1502050818468375,32.2349140655152,40.91349313147987,1,density,rf,season-or-time
2004,35.98215788512308,2.0355254114100405,31.87430129673449,40.09001447351167,1,density,rf,season-or-time
2019,27.101472184506292,2.9021504499564865,21.244695462622794,32.95824890638979,1,density,rf,season-or-time
2000,12.045716033409628,1.3429693307369794,9.335494199602998,14.755937867216257,1,density,oc,season-or-time
2002,12.000995969411354,1.119210833222227,9.742337065289393,14.259654873533316,1,density,oc,season-or-time
2003,11.978635937412218,1.0173445684335474,9.925551478394748,14.031720396429687,1,density,oc,season-or-time
2004,11.956275905413081,0.9251466650317494,10.089254348289003,13.823297462537159,1,density,oc,season-or-time
2019,11.62087542542603,1.6719473576511605,8.246749054874577,14.995001795977483,1,density,oc,season-or-time
2000,11.939271107698781,1.1514246012003588,9.615602187841313,14.26294002755625,1,density,rr,season-or-time
2002,11.811659454733096,1.0063886222560627,9.780684990233473,13.84263391923272,1,density,rr,season-or-time
2003,11.747853628250255,0.9422684376353,9.846278935115134,13.649428321385376,1,density,rr,season-or-time
2004,11.684047801767411,0.88540550535146,9.897227151842912,13.47086845169191,1,density,rr,season-or-time
2019,10.726960404524775,1.3219688000655625,8.059119357415609,13.39480145163394,1,density,rr,season-or-time
5,0.2579950733415758,0.015659337438677028,0.22699067502329365,0.28899947165985795,1,composition_bcdist,all,season-or-time
14,0.3210140062891279,0.013537244922465552,0.2942112034660907,0.3478168091121651,1,composition_bcdist,all,season-or-time
19,0.3560245245933235,0.013846908707653136,0.3286086090266405,0.3834404401600065,1,composition_bcdist,all,season-or-time
5,0.24956250513052963,0.01822559485546877,0.21347709572547324,0.285647914535586,1,composition_bcdist,rf,season-or-time
14,0.29063909517936043,0.01659470324843544,0.2577827376544631,0.3234954527042578,1,composition_bcdist,rf,season-or-time
19,0.31345942298426643,0.016811424468518684,0.2801739725262997,0.34674487344223315,1,composition_bcdist,rf,season-or-time
5,0.25675245739786307,0.060364407900944224,0.137235130809986,0.3762697839857401,1,composition_bcdist,oc,season-or-time
14,0.4554033233866289,0.05387364677849957,0.34873725209720696,0.5620693946760509,1,composition_bcdist,oc,season-or-time
19,0.56576491560261,0.05476693139720614,0.4573302029362184,0.6741996282690016,1,composition_bcdist,oc,season-or-time
5,0.19203382190696486,0.018127732688631472,0.1561421727815369,0.22792547103239283,1,composition_bcdist,rr,season-or-time
14,0.23863824656269841,0.015520332764060745,0.20790906782613763,0.26936742529925917,1,composition_bcdist,rr,season-or-time
19,0.26452959359366146,0.01590789086748651,0.23303307678439192,0.296026110402931,1,composition_bcdist,rr,season-or-time
