"","Season","Fragment","nsp","jack1","jack1.se","rareInd","rareInd.se","specden","specden.se","specden.nrep","mean","sd","nrep","invS","invS.se","expH","expH.se","dat_subset","resp","Area_m2","Perimeter_m","Shape_fractalD","PC1","PC2","PC3","PC4"
"98",2019,"Candura",61,71.8103448275862,3.25944160431479,23.7585080177237,2.41302314811374,8.47947947947948,0.755626410253821,999,NA,NA,NA,7.53286393254897,0.49175972103073,8.00911537120074,0.523031392109359,"all","richness",1033000,10502.9635,1.13707842639746,2.09926112863129,-0.689693271599241,-0.658478507095573,0.535794247501479
"99",2019,"Injiparai",47,61.4,4.63724055878062,23.1413597134113,2.20583398445563,10.0900900900901,0.74766965413565,999,NA,NA,NA,9.13547649667154,0.572303370063741,9.56511945654552,0.556303018885751,"all","richness",189800,2290.384,1.04497671260108,0.523068354062754,0.964852162984285,-1.07925651469438,-1.35078594732249
"100",2019,"Iyerpadi-Top",50,64.6590909090909,4.70575302903243,20.5741818298725,2.31960136242957,7.56106106106106,0.571777171232255,999,NA,NA,NA,6.95518813497022,0.419905217361694,7.45142592737724,0.439282079291022,"all","richness",1039100,9248.8825,1.11823860923973,-0.522233885364177,0.709215805080403,-0.83871375137023,0.930961330961451
"101",2019,"Karian-Shola",48,55.864406779661,3.41515960671354,23.1585014157067,2.30194061820867,6.08208208208208,0.543931053766718,999,NA,NA,NA,5.65962041724754,0.351839176143681,5.84948876618875,0.363886193126845,"all","richness",8542700,22397.7708,1.08146673914852,1.01860808335048,0.415036662992566,-0.558362564360393,-0.308930084587089
"102",2019,"Korangamudi",69,91.5490196078431,5.64896481995605,23.515869654247,2.50718370374181,7.83583583583584,0.457707405681302,999,NA,NA,NA,7.50020223007095,0.504746124809169,7.90460058005655,0.531669600697988,"all","richness",733200,4665.1673,1.04575990232253,1.34665369011205,2.24405123470459,0.15045558349858,-0.814964402869312
"103",2019,"Manamboly",59,75.66,4.91597396250224,23.6637739871068,2.33459418836578,6.97597597597598,0.449251686227866,999,NA,NA,NA,6.78956153006792,0.458516255208594,7.13692615542074,0.476668103438195,"all","richness",1749500,11653.4501,1.1098645789596,-1.70010046106751,0.376293318142868,-0.968429534139118,-0.198960495466496
"104",2019,"Murugaali-BlackBridge",42,52.45,4.61817063348681,23.3848937976613,2.19494526143119,8.97097097097097,1.2571073127421,999,NA,NA,NA,8.08335620900838,0.656766152060517,8.53254108702891,0.683391522296835,"all","richness",157900,2582.9107,1.08112459984329,1.02145950832878,2.77310358155314,-0.0275700976617355,0.597980509274661
"105",2019,"Murugaali-Sholayar",69,87.62,5.47791931302388,24.9602765372119,2.48865810740538,8.52302302302302,0.568433552737897,999,NA,NA,NA,7.95546404648102,0.53356336595175,8.52065006696837,0.579799164984175,"all","richness",1024300,13196.0889,1.17076046018843,1.60816124563992,0.4927339766387,-1.39901824432365,-0.0963411250820838
"106",2019,"OldValparai",61,75.6666666666667,4.70775561844102,24.7201572579344,2.43871771394963,8.63163163163163,0.828137708699211,999,NA,NA,NA,8.07017299230957,0.548139543322485,8.50926082926219,0.563537595047029,"all","richness",413100,4504.4459,1.0867348264868,-0.275528058003408,0.850420921216806,-0.963514791549974,0.0867965515561396
"107",2019,"Pannimade",57,71.7,4.04549131750397,22.2681602112309,2.34876634594122,9.72722722722723,0.644010028845768,999,NA,NA,NA,8.93579547221498,0.441290330977316,9.46116394060203,0.459888777762828,"all","richness",921300,7447.913,1.09649722230686,-1.35708844259299,0.698695894323255,-0.752334313968726,0.0115424097394699
"108",2019,"Puduthottam",52,66.7,4.91995934942556,22.5118687890862,2.32759379579532,6.58908908908909,0.59731452380783,999,NA,NA,NA,6.12433266290072,0.4374289776701,6.38297763315561,0.456940167264915,"all","richness",1130800,6052.1937,1.0506030618116,0.705491057110688,3.83926836833697,-0.962275590114632,-0.899521816191591
"109",2019,"Sankarankudi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"110",2019,"Selaliparai1",39,52.125,5.73843946556901,22.0721235214587,2.155491308794,9.05755755755756,1.41808404728732,999,NA,NA,NA,8.25193555627379,0.946176270017867,8.70980491721095,0.951410031433583,"all","richness",22200,936.4225,1.09029886105024,0.11431946734733,0.834287205902118,0.716427427668396,-0.783957816254728
